input,given,family,orcid,other-names,employment,education,works,peer-reviews,funding,emails,other_names,Total,journal
Jung Lee,Woo jung,Lee,0000-0001-9273-261X,0,0,0,420,0,0,1,,421,JOURNAL OF THE KOREAN SURGICAL SOCIETY (대한외과학회지)
Jung Lee,Jung-Soon,Lee,0000-0002-9343-2085,0,0,0,49,21,0,,,70,Journal of the Korean Society of Clothing and Textiles
Jung Lee,Jung-Woo,Lee,0000-0001-7205-8525,0,0,0,11,28,0,,,39,Science Advances
Jung Lee,Hyun Jung,Lee,0000-0002-3942-405X,0,1,0,2,0,0,,,3,Journal of Clinical Medicine
Jung Lee,Min Jung,Lee,0000-0001-9090-5863,0,0,0,0,0,0,,,0,
Jung Lee,jung-hwa,lee,0000-0003-2487-0513,0,1,0,0,0,0,,,1,
Jung Lee,Jung Min,Lee,0009-0009-7606-0273,0,0,0,0,0,0,,,0,
Jung Lee,hyun jung,Lee,0009-0009-6939-5286,0,1,0,1,0,0,,,2,AIP Advances
Jung Lee,Jung-Jae,Lee,0000-0003-1685-2569,0,3,1,20,1,0,,,24,"Chemical communications (Cambridge, England)"
Jung Lee,Sun Jung,Lee,0009-0006-7446-9743,0,0,0,0,0,0,,,0,
Jung Lee,Eui Jung,Lee,0000-0001-8065-2014,0,2,1,10,0,0,,,12,Resuscitation
Jung Lee,Jung Eun,Lee,0009-0008-6308-5765,0,0,0,0,0,0,,,0,
Jung Lee,Jung Weol,Lee,0009-0008-3962-495X,0,1,0,0,0,0,,,1,
Jung Lee,Eun Jung,Lee,0000-0002-2911-1818,0,0,0,0,0,0,,,0,
Jung Lee,JUNG YUN,LEE,0009-0007-7040-400X,0,0,0,2,0,0,,,2,Intestinal Research
Jung Lee,Jung Kwon,Lee,0000-0003-0940-2930,0,1,1,0,0,0,,,1,
Jung Lee,Hyeun Jung,Lee,0000-0001-7319-6874,0,2,0,1,0,0,,,3,Strategic Entrepreneurship Journal
Jung Lee,Jung jun,Lee,0009-0001-5808-4927,0,1,0,0,0,0,,,1,
Jung Lee,Jung-Woo,Lee,0000-0001-9902-347X,0,0,0,5,0,0,,,5,Applied Sciences
Jung Lee,Min-Jung,Lee,0000-0003-3943-8133,0,0,0,1,0,0,,,1,Science Advances
Jung Lee,Jung Keun,Lee,0000-0002-3165-3675,0,1,0,0,0,0,,,1,
Jung Lee,Min Jung,Lee,0000-0002-5488-7626,0,1,0,4,0,0,,,5,Education Sciences
Jung Lee,Hyo-Jung,Lee,0009-0009-1936-457X,0,0,0,0,0,0,,,0,
Jung Lee,Jung Lee,Lee,0009-0006-4265-8128,0,1,0,0,0,0,,,1,
Jung Lee,Hyun Jung,Lee,0000-0003-3516-9933,0,3,4,12,0,0,,,15,Asian Journal of Comparative Politics
Jung Lee,jung eun,Lee,0009-0004-3542-6949,0,1,1,1,0,0,,,2,Journal of Personalized Medicine
Jung Lee,Mi Jung,Lee,0000-0002-2753-8105,0,0,0,2,0,0,,,2,International Journal of Environmental Research and Public Health
Jung Lee,Su Jung,Lee,0009-0001-9360-6372,0,1,0,0,0,0,,,1,
Jung Lee,Jung-Shun ,Lee,0000-0003-4268-2161,0,0,0,2,0,0,,,2,Neurology International
Jung Lee,Hyun Jung,Lee,0000-0002-2995-6060,0,1,0,34,0,0,,,35,The World Journal of Men's Health
Jung Lee,Chia-Jung,Lee,0000-0003-2280-0116,0,0,0,3,0,0,,,3,
Jung Lee,Jung Won,Lee,0000-0001-6531-253X,0,1,0,3,0,0,,,4,Organization Science
Jung Lee,Jung min,Lee,0000-0002-8249-2920,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Joo,Lee,0000-0002-7414-1936,0,2,0,36,0,0,,,38,International Journal of Design
Jung Lee,Jung Hwan ,Lee,0000-0001-7567-0664,0,0,0,9,0,0,,,9,Korean J Intern Med
Jung Lee,Jung hyo,Lee,0009-0002-3918-011X,0,1,0,0,0,0,,,1,
Jung Lee,Jung Seok,Lee,0009-0000-7297-0936,0,0,1,1,0,0,,,1,International Journal of Molecular Sciences
Jung Lee,Jung-Seok,Lee,0000-0003-1276-5978,0,1,1,228,0,0,,,229,JOURNAL OF PERIODONTAL AND IMPLANT SCIENCE
Jung Lee,Jung-San,Lee,0000-0001-7030-2985,0,0,0,20,1,0,,,21,Multimedia Tools and Applications
Jung Lee,JUNG-HOON,LEE,0000-0003-3229-6427,0,6,3,33,0,0,,,39,Nano Letters
Jung Lee,Jung-Youn,Lee,0000-0003-4604-7974,0,1,2,53,6,6,,,66,Plant Cell
Jung Lee,Hyun Jung,Lee,0009-0001-0910-3503,0,1,0,1,0,0,,,2,Clinical and Experimental Vaccine Research
Jung Lee,So Jung,Lee,0009-0004-6516-5997,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Yong,Lee,0000-0002-5347-8230,0,0,0,93,29,0,,,122,Nanoscale
Jung Lee,Yoon Jung ,Lee ,0000-0002-9063-6971,0,0,0,0,0,0,,,0,
Jung Lee,TSUNG JUNG,LEE,0009-0008-3974-1195,0,0,0,0,0,0,,,0,
Jung Lee,JUNG OK,LEE,0000-0002-0048-5322,0,1,0,8,5,0,,,14,Pigment Cell & Melanoma Research
Jung Lee,Hyun Jung,Lee,0009-0005-9845-0564,0,0,0,0,3,0,,,3,
Jung Lee,Jung Sub,Lee,0000-0002-2742-1601,0,1,0,1,0,0,,,2,Applied Sciences
Jung Lee,Ho Jung,Lee,0009-0008-3122-8493,0,0,0,4,0,0,,,4,IEEE Transactions on Visualization and Computer Graphics
Jung Lee,Jung Eun,Lee,0009-0005-5758-1875,0,1,0,0,0,0,,,1,
Jung Lee,Mee-Jung,Lee,0000-0001-7526-9088,0,0,0,15,0,0,,,15,Mathematical Inequalities and Applications
Jung Lee,Jung Hun,Lee,0000-0002-4799-6277,0,0,0,4,0,0,,,4,Diagnostics
Jung Lee,Jung-Yun,Lee,0000-0003-3931-8174,0,2,0,0,0,0,,,2,
Jung Lee,Hyun-Jung,Lee,0009-0006-4114-0386,0,0,0,0,0,0,,,0,
Jung Lee,Jung Min,Lee,0000-0003-0924-4215,0,0,0,0,0,0,,,0,
Jung Lee,Su-Jung,Lee,0000-0001-5346-9126,0,0,0,0,0,0,,,0,
Jung Lee,Jung Yeon,Lee,0009-0005-9052-5912,0,1,0,2,0,0,,,3,Annals of Laboratory Medicine
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,0,8,3,15,1,0,,,24,Journal of Korean Language Education
Jung Lee,Jung Tae,Lee,0000-0002-2228-1849,0,1,3,0,14,0,,,15,
Jung Lee,Jung-Min,Lee,0009-0007-6589-5051,0,1,0,1,0,0,,,2,Korean Journal of Veterinary Service
Jung Lee,Yun Jung,Lee,0000-0001-8112-1629,0,0,0,0,24,0,,,24,
Jung Lee,Jung Hyun,Lee,0000-0001-5082-1075,0,0,0,2,0,0,,,2,Journal of Parkinson’s Disease
Jung Lee,Jung Keun,Lee,0000-0003-0288-157X,0,0,0,8,0,0,,,8,Sensors
Jung Lee,Jung-Hee,Lee,0000-0002-1755-526X,0,1,1,69,1,0,,,71,Spine
Jung Lee,Jung Hyun,Lee,0000-0002-1849-733X,0,1,0,1,0,0,,,2,BMC Pediatrics
Jung Lee,Jung-Min,Lee,0000-0003-2603-4789,0,1,2,8,0,1,,,10,Nature Communications
Jung Lee,Tai-Jung,Lee,0009-0007-5610-9071,0,1,0,1,0,0,,,2,IEEE Internet of Things Journal
Jung Lee,Jung-Yup,Lee,0000-0002-0823-4245,0,0,0,20,0,0,,,20,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology"
Jung Lee,Ryun Jung,Lee,0000-0002-6746-7890,0,1,0,22,0,0,1,,24,Environment and Planning B: Urban Analytics and City Science
Jung Lee,Jia-Jung,Lee,0000-0002-7951-9571,1,2,2,13,2,0,,,17,Stem Cell Research
Jung Lee,Jung-Tae,Lee,0000-0001-5383-3004,0,4,1,18,1,0,,,23,Journal of Periodontal & Implant Science
Jung Lee,Hyun Jung,Lee,0000-0002-6891-8008,0,0,0,1,3,0,,,4,Molecules
Jung Lee,WON JUNG,LEE,0009-0005-4030-0096,0,1,0,0,0,0,,,1,
Jung Lee,Hyun Jung,Lee,0000-0003-0202-587X,0,1,0,21,3,0,,,25,Medicina
Jung Lee,Yueh-Jung,Lee,0000-0003-2288-5316,1,2,4,10,3,1,,,16,Interactive Film & Media Journal
Jung Lee,Jung-Kyu,Lee,0000-0003-3120-8536,0,0,0,7,0,0,1,,8,The Journal of Chemical Physics
Jung Lee,Jung Min,Lee,0000-0001-5835-0343,0,0,0,1,0,0,,,1,Medicina
Jung Lee,Hyang-Jung,Lee,0000-0001-8248-7649,0,0,0,5,0,0,,,5,PLOS Biology
Jung Lee,Jung-Hyun,Lee,0009-0009-6916-1113,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Il,Lee,0000-0002-1110-5030,0,3,1,56,0,0,,,59,대한골절학회지
Jung Lee,Jung Hoon,Lee,0000-0002-7875-2398,0,1,0,17,3,0,,,21,Sensors
Jung Lee,Jung Heon,Lee,0000-0003-4790-3525,0,2,3,143,6,0,,,151,BioChip Journal
Jung Lee,Jung Taek,Lee,0009-0007-1080-1150,0,0,0,0,0,0,,,0,
Jung Lee,Ting-Jung,Lee,0009-0002-7249-5455,0,1,0,1,0,0,,,2,Journal of Risk and Financial Management
Jung Lee,Jung Hie,Lee,0000-0002-1471-2602,0,1,1,1,0,0,,,2,Journal of Clinical Medicine
Jung Lee,Jung-Been,Lee,0000-0002-8208-0387,0,0,0,1,0,0,,,1,Sensors
Jung Lee,Jung-Shin,Lee,0000-0002-9126-5463,0,3,3,54,22,1,1,,81,Journal of Microbiology
Jung Lee,Jung Ho,Lee,0000-0002-7329-2273,0,0,0,9,2,0,,,11,Journal of the American Chemical Society
Jung Lee,Jung-me,Lee,0009-0004-6517-7111,0,0,0,2,0,0,,,2,Journal of Oral and Maxillofacial Surgery
Jung Lee,Jung Yeon,Lee,0000-0001-7627-4372,0,1,1,46,0,1,,,48,Substance Abuse
Jung Lee,Jung Kyoo,Lee,0000-0003-1673-7587,0,1,1,60,47,0,,,108,Electrochimica Acta
Jung Lee,Eun Jung,Lee,0000-0002-0454-4510,0,3,4,50,77,0,1,,131,European Archives of Oto-Rhino-Laryngology
Jung Lee,Jung Hwan,Lee,0000-0002-0040-7236,0,1,0,17,0,0,,,18,Journal of Clinical Neurology
Jung Lee,Yong Jung,Lee,0000-0001-6908-0668,0,1,0,0,0,0,,,1,
Jung Lee,SOO JUNG,LEE,0000-0003-0066-4109,0,2,0,4,0,0,,,6,Cancers
Jung Lee,Jung Eun,Lee,0000-0002-4387-5291,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Kyu,Lee,0000-0001-5060-7255,0,0,0,1,0,0,,,1,Nutrients
Jung Lee,Yun Jung,Lee,0000-0003-3091-1174,0,1,0,39,25,0,,,65,Journal of Materials Chemistry A
Jung Lee,Jung-sup,Lee,0009-0008-6563-991X,0,0,0,2,0,0,,,2,Energies
Jung Lee,Yeon Jung,Lee,0000-0001-8953-5893,0,1,1,27,0,3,,,31,Psychiatry Investigation
Jung Lee,Jung-Kil,Lee,0000-0002-9143-4917,0,2,1,0,0,0,,,2,
Jung Lee,So Jung,Lee,0009-0000-5662-5585,0,0,0,2,0,0,,,2,The Journal of Early Adolescence
Jung Lee,JUNG IL,LEE,0000-0002-0142-1398,0,1,0,68,0,0,1,,70,ALIMENTARY PHARMACOLOGY &amp; THERAPEUTICS
Jung Lee,Jung Hwan,Lee,0000-0002-4100-2315,0,1,1,11,0,0,,,12,Electronics
Jung Lee,Jung Ick ,LEE,0000-0003-0736-167X,0,0,0,0,0,0,,,0,
Jung Lee,Un Jung,Lee,0000-0002-6097-6414,0,3,0,10,0,0,,,13,United European Gastroenterology Journal
Jung Lee,Jung-Soo,Lee,0000-0002-7972-4743,0,0,0,0,0,0,,,0,
Jung Lee,Seung Jung,Lee,0000-0002-5926-9237,0,1,0,37,0,0,,,38,Finance and Economics Discussion Series
Jung Lee,Jung Hee,Lee,0000-0003-3003-2217,0,0,0,6,0,0,,,6,Journal of Pathology and Translational Medicine
Jung Lee,Jung-Kun,Lee,0000-0002-7778-7679,0,1,0,39,11,0,,,51,ACS Applied Materials & Interfaces
Jung Lee,Jung Sim,Lee,0000-0003-2815-6464,0,0,0,4,0,0,1,,5,Korean Journal of Plant Taxonomy
Jung Lee,Jung Lim,Lee,0000-0001-9464-383X,0,1,1,10,0,0,,,11,The Journal of Korean Academic Society of Nursing Education
Jung Lee,EUN JUNG,LEE,0000-0002-2688-7004,0,1,0,2,0,0,,,3,Journal of Korean Academy of Nursing
Jung Lee,Jung Woo,Lee,0000-0003-2989-4952,0,7,2,36,6,2,1,,52,International Journal of Environmental Research and Public Health
Jung Lee,Jung Ho,Lee,0000-0002-3800-5494,0,1,0,24,2,0,,,27,Journal of Korean Medical Science
Jung Lee,Hyun Jung,Lee,0000-0002-9941-9826,0,1,0,0,15,0,,,16,
Jung Lee,Eun Jung,Lee,0000-0002-4248-8193,0,0,2,58,4,0,,,62,Biomaterials
Jung Lee,Hwa Jung,Lee,0000-0003-0343-4392,0,0,0,2,0,0,,,2,School Mental Health
Jung Lee,Eun-Jung,Lee,0000-0002-3177-1487,0,1,1,7,0,0,,,8,Current Applied Physics
Jung Lee,Kuo-Jung,Lee,0000-0003-3494-2664,0,0,0,0,0,0,,,0,
Jung Lee,jung hoon,lee,0009-0009-6686-4905,0,1,0,0,0,0,,,1,
Jung Lee,Jung Jae,Lee,0000-0002-0828-3557,0,2,1,0,0,0,,,2,
Jung Lee,Jung-Hyun,Lee,0000-0001-7751-792X,0,1,0,6,0,0,,,7,Cureus
Jung Lee,Jung Hyub,Lee,0009-0001-0043-0524,0,1,1,1,0,0,,,2,Policing: An International Journal
Jung Lee,Jung Wun,Lee,0000-0002-6683-1822,0,1,0,17,3,0,2,,23,Communications for Statistical Applications and Methods
Jung Lee,Jung-A,Lee,0009-0005-6282-8633,0,1,0,0,0,0,,,1,
Jung Lee,Jung-Ah,Lee,0000-0003-0678-5956,0,1,1,22,1,0,1,,25,Journal of Transcultural Nursing
Jung Lee,Jung Chan,Lee,0000-0002-4546-0962,0,3,2,62,2,0,,,67,Computer Methods and Programs in Biomedicine
Jung Lee,Su Jung,Lee,0000-0001-9495-8014,0,2,1,13,0,0,,,15,Cancer Nursing
Jung Lee,Jung Hyun,Lee,0000-0001-7116-3665,0,2,1,8,12,0,,,22,Journal of Legal Affairs and Dispute Resolution in Engineering and Construction
Jung Lee,HYUN JUNG,LEE,0000-0002-0121-6327,0,0,0,2,0,0,,,2,Communication Sciences & Disorders
Jung Lee,Jung-Ryul,Lee,0000-0003-0742-4722,0,0,0,209,0,0,,,209,Measurement Science and Technology
Jung Lee,Wu-Jung,Lee,0000-0002-4112-2034,0,1,1,19,0,0,,,20,The Journal of the Acoustical Society of America
Jung Lee,Jung Soo,Lee,0000-0001-5144-4179,0,1,0,6,0,0,,,7,Acta Materialia
Jung Lee,Jung-Lim,Lee,0009-0008-8515-360X,0,1,0,4,0,0,,,5,Healthcare
Jung Lee,Zne-Jung,Lee,0000-0002-8791-9276,0,0,0,10,1,0,2,,13,Mathematics
Jung Lee,Jung Eun,Lee,0000-0003-1141-878X,0,0,0,137,0,0,,,137,Nutrients
Jung Lee,Eun Jung ,Lee,0009-0001-7004-1452,0,1,0,4,0,0,,,5,Perinatology
Jung Lee,Min Jung,Lee,0000-0003-2195-8667,0,0,0,0,0,0,,,0,
Jung Lee,Jung Hoon,Lee,0000-0002-4274-2884,0,0,0,0,0,0,,,0,
Jung Lee,Eun-Jung,Lee,0000-0002-9005-5886,0,2,3,5,0,0,,,7,Journal of Fashion Marketing and Management: An International Journal
Jung Lee,Jung Youn,Lee,0000-0002-6878-9832,0,1,0,3,0,0,,,4,Journal of Marketing Research
Jung Lee,Jung Hun,Lee,0000-0001-5504-4033,0,1,0,91,0,0,,,92,Iranian Journal of Public Health
Jung Lee,Je-Jung,Lee,0000-0002-4635-5697,0,0,0,6,1,0,,,7,Journal of Korean Medical Science
Jung Lee,Woo-Jung,Lee,0000-0003-3116-0472,0,1,0,5,1,0,,,7,ETRI Journal
Jung Lee,Tai Jung,Lee,0000-0003-4934-8430,0,0,0,1,0,0,,,1,Archives of Biochemistry and Biophysics
Jung Lee,Jung Tae,Lee,0000-0001-6394-5325,0,0,0,32,0,0,1,,33,IEEE Transactions on Applied Superconductivity
Jung Lee,Il Jung,Lee,0009-0008-4802-5369,0,1,0,0,0,0,1,,2,
Jung Lee,EUN JUNG,LEE,0009-0005-5243-2707,0,1,0,0,0,0,,,1,
Jung Lee,Jung-Soo,Lee,0000-0001-9162-1985,0,1,0,2,0,0,,,3,Journal of the Korean Association of Oral and Maxillofacial Surgeons
Jung Lee,Yun Jung,Lee,0000-0002-9347-8606,0,0,0,19,0,0,,,19,Nutrients
Jung Lee,Jung-Kyoung,Lee,0000-0001-9910-7729,0,0,0,1,0,0,,,1,Journal of Statistical Physics
Jung Lee,Jung Eun,Lee,0000-0001-9209-5753,0,0,0,0,0,0,,,0,
Jung Lee,Jung Seung,Lee,0000-0002-7722-0461,0,3,2,5,58,0,,,66,Advanced Functional Materials
Jung Lee,Jung-Hoon,Lee,0000-0002-1980-6181,0,2,1,22,4,0,,,28,Applied Surface Science
Jung Lee,Jung Kuk,Lee,0000-0003-1874-449X,0,1,1,18,0,0,,,19,Journal of Clinical Medicine
Jung Lee,Jung Eun,Lee,0000-0001-7807-2838,0,2,1,18,10,0,,,30,Fashion and Textiles
Jung Lee,Jung Pyo,Lee,0000-0002-4714-1260,0,2,0,36,4,0,,,42,Kidney Research and Clinical Practice
Jung Lee,Tang Jung,Lee,0009-0002-6368-7834,0,1,0,0,0,0,,,1,
Jung Lee,Jung Hyun,Lee,0000-0002-9219-6244,0,0,0,34,13,0,,,47,Biochemical and Biophysical Research Communications
Jung Lee,Yoon-Jung,Lee,0000-0003-1843-7836,0,2,3,25,0,0,,,27,Journal of the Korean Society of Clothing and Textiles
Jung Lee,Hyo-Jung,Lee,0000-0002-0439-7389,0,7,3,59,0,0,,,66,Journal of Periodontal & Implant Science
Jung Lee,Jung-Seok,Lee,0000-0002-1038-8948,0,1,0,6,0,0,,,7,Antibiotics
Jung Lee,Chia-Jung,Lee,0000-0002-9416-5468,0,1,0,14,0,0,,,15,Journal of Materials Chemistry B
Jung Lee,Jai Jung,Lee,0000-0001-5613-3484,0,0,0,5,0,0,,,5,Journal of Korean Academy of Nursing
Jung Lee,Min Jung,Lee,0000-0002-9759-0355,0,1,0,1,0,0,,,2,Public Health Weekly Report
Jung Lee,jung hyun,lee,0000-0002-7702-6925,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Soo,Lee,0000-0001-5891-7733,0,0,0,0,19,0,2,,21,
Jung Lee,Jung-Ho,Lee,0000-0002-0672-5817,0,0,0,64,0,0,,,64,Journal of Physical Therapy Science
Jung Lee,Hyun Jung ,Lee,0000-0001-8105-821X,0,1,0,5,0,0,1,,7,Toxins
Jung Lee,Hyun-Jung,Lee,0000-0003-4925-5867,0,1,0,0,0,0,,,1,
Jung Lee,Mi-Jung,Lee,0000-0003-3244-9171,0,2,0,143,0,0,1,,146,PLOS ONE
Jung Lee,Hyo Jung,Lee,0000-0002-3835-9647,0,3,0,23,0,0,,,26,Journal of Aging and Health
Jung Lee,Jung-Hyun,Lee,0000-0003-1913-0027,0,6,3,37,4,3,,,50,EBioMedicine
Jung Lee,Jung Hyun,Lee,0000-0003-4167-2092,0,2,0,3,0,0,,,5,Academy of Management Proceedings
Jung Lee,Jung-Hee,Lee,0000-0002-0342-6360,0,1,0,0,0,0,,,1,
Jung Lee,lim jung,Lee,0009-0006-3490-8799,0,0,0,0,0,0,,,0,
Jung Lee,Jung Hun,Lee,0009-0008-6367-9694,0,1,0,0,0,0,,,1,
Jung Lee,Jung Ah,Lee,0000-0003-3125-7805,0,0,0,16,0,0,,,16,Korean Journal of Family Practice
Jung Lee,Min Jung,Lee,0009-0002-3280-2246,0,1,0,36,28,0,,,65,Combustion and Flame
Jung Lee,Jung Joo,Lee,0009-0008-9414-7578,0,0,1,1,0,0,1,,2,Physiological Reports
Jung Lee,Woo Jung,Lee,0000-0003-2989-1487,0,1,0,3,1,0,,,5,Journal of Epidemiology and Community Health
Jung Lee,Eun Jung,Lee,0000-0003-2257-9319,0,2,1,0,0,0,,,2,
Jung Lee,Jung Yun,Lee,0000-0001-7845-254X,0,1,1,7,5,0,,,13,Journal of the American Society for Mass Spectrometry
Jung Lee,Sei-Jung,Lee,0009-0005-9979-4692,0,1,0,100,0,0,,,101,SCIENTIFIC REPORTS
Jung Lee,Jung-Sook,Lee,0000-0003-2426-2104,0,3,3,46,18,4,,,71,"The Routledge handbook of child and family social work research: Knowledge-building, application, and impact "
Jung Lee,Jung-Hee,Lee,0000-0001-8771-1996,0,0,0,13,0,0,,,13,Journal of Power System Engineering
Jung Lee,Jung-Hwan,Lee,0000-0001-8678-5459,1,3,2,114,40,2,,,159,Dental Materials
Jung Lee,Ki Jung,Lee,0000-0003-1055-5993,0,0,0,0,0,0,,,0,
Jung Lee,Jung Weon,LEE,0000-0003-2722-8200,0,1,1,128,4,0,1,,134,Journal of Biological Chemistry
Jung Lee,Jung Ryeol,Lee,0000-0003-3743-2934,0,0,0,127,1,0,,,128,Clinical and Experimental Reproductive Medicine
Jung Lee,Jung Goo,Lee,0000-0003-3393-2667,0,1,1,139,90,0,,,230,Journal of Korean Neuropsychiatric Association
Jung Lee,Jung-Min,Lee,0000-0002-8033-0725,0,2,2,92,0,0,,,94,International Journal of Environmental Research and Public Health
Jung Lee,Jung Min,Lee,0000-0001-6143-2462,0,1,0,3,0,0,,,4,Annals of Dermatology
Jung Lee,Jung Myoung,Lee,0000-0002-6830-740X,0,1,1,7,13,0,,,21,Gels
Jung Lee,JUNG EUN,LEE,0000-0003-0917-2872,0,0,0,80,0,0,1,,81,NEPHROLOGY DIALYSIS TRANSPLANTATION
Jung Lee,Jung Woo,Lee,0000-0003-1850-1746,1,1,0,19,0,0,,,20,Sport in Society
Jung Lee,Jung Min,Lee,0000-0002-4916-5485,0,1,2,28,0,0,1,,30,Child Health Nursing Research
Jung Lee,Jung-Chieh,Lee,0000-0001-7605-6463,0,1,0,20,1,0,,,22,Industrial Management & Data Systems
Jung Lee,Jung Soo,Lee,0000-0001-8508-4132,0,0,0,1,9,0,,,10,Materials
Jung Lee,Jung-Hyun,Lee,0000-0001-8755-058X,0,0,0,1,2,0,,,3,Sustainability
Jung Lee,Jung-Hoon,Lee,0000-0002-2983-678X,0,0,0,110,29,0,,,139,Journal of the American Chemical Society
Jung Lee,Jung Hun,Lee,0000-0003-3696-0225,0,0,0,9,0,0,,,9,Modern Physics Letters A
Jung Lee,JUNG-TAI,LEE,0000-0003-1450-5811,0,1,1,3,3,1,,,8,African Journal of Biotechnology
Jung Lee,Jung Heon,Lee,0000-0002-9864-1775,0,1,0,0,4,0,,,5,
Jung Lee,Hee-Jung,Lee,0000-0001-8691-6981,0,0,0,1,0,0,,,1,Vaccine
Jung Lee,Jung-Yun,Lee,0000-0001-7948-1350,0,4,3,264,1,0,2,,271,Journal of Gynecologic Oncology
Jung Lee,Cheol-Jung,Lee,0000-0002-0322-2018,0,1,0,4,1,0,,,6,Marine Drugs
Jung Lee,Amy Jung Min ,Lee,0000-0002-2223-4807,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Min Mina,Lee,0000-0002-0218-059X,0,0,0,0,1,0,,,1,
Jung Lee,Keun Jung Lee,Lee,0000-0002-7171-3839,0,0,0,0,0,0,,,0,
Jung Lee,Mads Jung Them,Lee,0000-0002-0754-7960,0,1,0,0,0,0,,,1,
Jung Lee,Andie (Jung Won),Lee,0000-0002-1415-4137,1,1,0,1,0,0,,,2,Journalism & Mass Communication Quarterly
Jung Lee,LEE JUNG WOO,LEE,0000-0002-6082-7435,0,0,0,1,0,0,,,1,Animal Bioscience
Jung Lee,Christina Hyo-Jung,Lee,0000-0003-4616-0870,0,1,0,0,0,0,,,1,
Jung Lee,Chloe Hyun-Jung,Lee,0000-0002-6232-7119,0,1,2,15,2,0,,,18,Frontiers in Immunology
Jung Lee,David Jung-Hwi,Lee,0000-0001-8644-6545,1,0,0,5,0,0,,,5,Journal of Transport Geography
Jung Lee,Amy Pei-jung,Lee,0000-0001-8929-7303,0,0,0,0,0,0,,,0,
Jung Lee,Grace Jung Eun,Lee,0009-0002-5864-9032,0,1,0,0,0,0,,,1,
Jung Lee,Susan Shin-Jung,Lee,0000-0001-5162-2414,0,0,0,0,0,0,,,0,
Jung Lee,Jay Jung Jae,Lee,0000-0001-9704-2116,0,1,1,125,3,10,,,139,Journal of Advanced Nursing
Jung Lee,Jung Wha (Jenny),Lee,0000-0002-7068-6760,0,3,0,26,0,0,1,,30,International Journal of Auditing
Devon Muto,Devon,Muto,Not Found,,,,,,,,,0,
Ryan Petterson,Ryan,Petterson,0000-0002-5697-6390,0,0,0,4,0,0,,,4,Geological Society of America Bulletin
Celina E. Salazar,Amelia Celina ,Colina Salazar,0000-0003-1348-414X,0,0,0,0,0,0,,,0,
Celina E. Salazar,Celina Guadalupe,Suárez Salazar,0009-0005-9498-0277,0,1,0,0,0,0,,,1,
Celina E. Salazar,Judith Celina,Espinoza Salazar,0009-0001-7441-5650,0,1,0,0,0,0,,,1,
Celina E. Salazar,GLADIZ CELINA,SALAZAR JIMENEZ,0009-0004-2751-0614,0,1,0,0,0,0,,,1,
Rachel Shapland,Rachel,Shapland,Not Found,,,,,,,,,0,
Jessica Sisco,Jessica,Sisco,0009-0001-7727-737X,0,0,0,0,0,0,,,0,
Helene Tolliver,Helene,Tolliver,Not Found,,,,,,,,,0,
Audrey Jean Bowers,Audrey Jean,Bowers,Not Found,,,,,,,,,0,
Yoko Elena Chavez,Yoko Elena,Chavez,Not Found,,,,,,,,,0,
Kevin Cooney,Kevin,Cooney,Not Found,,,,,,,,,0,
Laura L. Cossey,Laura L.,Cossey,Not Found,,,,,,,,,0,
Eric D. Crandall,Eric,Crandall,0000-0001-8580-3651,0,6,2,44,4,11,2,,67,Bulletin of Marine Science
Dan Norton Firestone,Dan Norton,Firestone,Not Found,,,,,,,,,0,
J. G. Gelay,J. G.,Gelay,Not Found,,,,,,,,,0,
Sarah A. Graber,Sarah,Graber,0000-0003-3553-4144,0,0,0,1,0,0,,,1,Research Notes of the AAS
Sarah A. Graber,Sarah,Graber,0000-0002-6058-0874,0,1,0,1,0,0,,,2,Journal of Craniofacial Surgery
Julio Anacleto Gutierrez,Julio,Gutierrez,0000-0002-0649-9629,0,2,2,0,0,0,,,2,
Julio Anacleto Gutierrez,Julio,Gutierrez,0000-0002-1099-1341,1,1,0,94,0,0,,,95,Journal of Arid Environments
Julio Anacleto Gutierrez,Julio,Gutierrez,0009-0000-4185-3569,0,1,0,0,0,0,,,1,
Julio Anacleto Gutierrez,Julio,Gutierrez,0009-0002-9293-0020,0,0,0,0,0,0,,,0,
Julio Anacleto Gutierrez,Julio,Gutierrez,0000-0002-2536-6055,0,2,0,2,0,0,1,,5,Selecciones Matemáticas
Julio Anacleto Gutierrez,Julio,Torres Gutierrez,0000-0002-4062-3320,0,0,0,0,0,0,,,0,
Julio Anacleto Gutierrez,JULIO,GUTIERREZ RIOS,0000-0001-9280-7992,0,1,2,0,0,0,,,1,
Julio Anacleto Gutierrez,Julio,Quihue GUTIERREZ ,0009-0000-3161-9672,0,0,0,0,0,0,,,0,
Julio Anacleto Gutierrez,Julio,Gutierrez-Rengifo,0009-0005-9510-8456,0,0,0,3,0,0,,,3,"2025 XXV Symposium of Image, Signal Processing, and Artificial Vision (STSIVA)"
